,Date,Type,Team,Conf.,Opp.,Venue,Win,Points_For,Points_Against,Point_Differential,Season,Opp_Conf
7354,2014-12-17,N,Green Bay,Horz,Morehead St.,Home,True,66,50,16,2014-15,OVC
7353,2014-12-17,N,Auburn,SEC,Winthrop,Home,True,80,62,18,2014-15,BSth
6781,2014-12-07,N,Montana,BSky,North Dakota St.,Home,True,69,57,12,2014-15,Sum
7927,2014-12-23,N,Utah,P12,South Dakota St.,Home,True,80,66,14,2014-15,Sum
8227,2014-12-30,N,Louisville,ACC,Long Beach St.,Home,True,63,48,15,2014-15,BW
32505,2022-11-11,N,Northwestern,B10,Northern Illinois,Home,True,63,46,17,2022-23,MAC
32506,2022-11-11,N,Pittsburgh,ACC,West Virginia,Home,False,81,56,25,2022-23,B12
7926,2014-12-23,N,Arizona St.,P12,Detroit Mercy,Home,True,93,54,39,2014-15,Horz
8572,2015-03-20,P,Eastern Kentucky,OVC,High Point,Home,True,66,65,1,2014-15,BSth
8223,2014-12-30,N,Florida St.,ACC,Florida,Home,True,65,63,2,2014-15,SEC
6777,2014-12-07,N,UCLA,P12,San Diego,Home,True,75,68,7,2014-15,WCC
32476,2022-11-11,N,Purdue,B10,Austin Peay,Home,True,63,44,19,2022-23,ASun
33568,2022-11-22,N,Pacific,WCC,Mount St. Mary's,Home,False,69,65,4,2022-23,MAAC
6770,2014-12-07,N,Georgetown,BE,Towson,Home,True,78,46,32,2014-15,CAA
6771,2014-12-07,N,USC,P12,Utah St.,Home,True,89,84,5,2014-15,MWC
33934,2022-11-26,N,Charlotte,CUSA,Presbyterian,Home,True,69,42,27,2022-23,BSth
8221,2014-12-30,N,Duquesne,A10,UT Rio Grande Valley,Home,True,78,72,6,2014-15,WAC
33932,2022-11-26,N,George Mason,A10,Queens,Home,True,72,65,7,2022-23,ASun
6774,2014-12-07,N,UAB,CUSA,Illinois St.,Home,False,78,74,4,2014-15,MVC
32880,2022-11-16,N,Notre Dame,ACC,Southern Indiana,Home,True,82,70,12,2022-23,OVC
33132,2022-11-18,N,Auburn,SEC,Texas Southern,Home,True,72,56,16,2022-23,SWAC
32479,2022-11-11,N,UCF,Amer,Florida St.,Home,True,68,54,14,2022-23,ACC
32480,2022-11-11,N,Richmond,A10,Northern Iowa,Home,True,68,55,13,2022-23,MVC
7662,2014-12-20,N,Fairfield,MAAC,Belmont,Home,False,73,61,12,2014-15,OVC
32484,2022-11-11,N,N.C. State,ACC,Campbell,Home,True,73,67,6,2022-23,BSth
32878,2022-11-16,N,UAB,CUSA,Presbyterian,Home,True,92,61,31,2022-23,BSth
7357,2014-12-17,N,Illinois,B10,Hampton,Home,True,73,55,18,2014-15,MEAC
33930,2022-11-26,N,Marshall,SB,Morehead St.,Home,True,83,59,24,2022-23,OVC
7924,2014-12-23,N,South Florida,Amer,Southeastern Louisia,Home,True,78,63,15,2014-15,Slnd
33931,2022-11-26,N,Georgia Tech,ACC,North Alabama,Home,True,80,61,19,2022-23,ASun
32442,2022-11-11,N,Duke,ACC,USC Upstate,Home,True,84,38,46,2022-23,BSth
32569,2022-11-12,N,Winthrop,BSth,Middle Tennessee,Home,True,76,68,8,2022-23,CUSA
32574,2022-11-12,N,Boise St.,MWC,Washington St.,Home,True,71,61,10,2022-23,P12
8461,2015-03-17,P,Texas A&M,SEC,Montana,Home,True,81,64,17,2014-15,BSky
32641,2022-11-13,N,Iowa St.,B12,North Carolina A&T,Home,True,80,43,37,2022-23,CAA
32642,2022-11-13,N,Seattle,WAC,Portland St.,Home,True,83,71,12,2022-23,BSky
8458,2015-03-17,P,Incarnate Word,Slnd,Louisiana,Home,False,83,68,15,2014-15,SB
6896,2014-12-09,N,Michigan,B10,Eastern Michigan,Home,False,45,42,3,2014-15,MAC
8457,2015-03-17,P,USC Upstate,ASun,James Madison,Home,True,73,72,1,2014-15,CAA
32862,2022-11-15,N,Stephen F. Austin,WAC,Alcorn St.,Home,False,69,60,9,2022-23,SWAC
32643,2022-11-13,N,Sacred Heart,NEC,Columbia,Home,True,88,85,3,2022-23,Ivy
8455,2015-03-17,P,Rhode Island,A10,Iona,Home,True,88,75,13,2014-15,MAAC
6899,2014-12-10,N,Montana,BSky,Davidson,Home,False,110,99,11,2014-15,A10
32644,2022-11-13,N,Hawaii,BW,Eastern Washington,Home,True,71,51,20,2022-23,BSky
8246,2014-12-30,N,Coppin St.,MEAC,Eastern Kentucky,Home,False,66,63,3,2014-15,OVC
8452,2015-03-17,P,Alabama,SEC,Illinois,Home,True,79,58,21,2014-15,B10
6901,2014-12-10,N,Ohio St.,B10,High Point,Home,True,97,43,54,2014-15,BSth
32647,2022-11-13,N,Penn,Ivy,Towson,Home,False,80,74,6,2022-23,CAA
33844,2022-11-25,N,Virginia Tech,ACC,Charleston Southern,Home,True,69,64,5,2022-23,BSth
6903,2014-12-10,N,Purdue,B10,Arkansas St.,Home,True,87,46,41,2014-15,SB
8462,2015-03-17,P,Eastern Kentucky,OVC,Norfolk St.,Home,True,81,75,6,2014-15,MEAC
6893,2014-12-09,N,Grand Canyon,WAC,Idaho St.,Home,False,67,51,16,2014-15,BSky
33851,2022-11-25,N,South Florida,Amer,St. Francis NY,Home,True,75,60,15,2022-23,NEC
33852,2022-11-25,N,DePaul,BE,Texas A&M,Home,False,82,66,16,2022-23,SEC
6884,2014-12-09,N,Iowa,B10,Alcorn St.,Home,True,67,44,23,2014-15,SWAC
7344,2014-12-17,N,Stephen F. Austin,Slnd,Texas St.,Home,True,66,60,6,2014-15,SB
8241,2014-12-30,N,Purdue Fort Wayne,Sum,Cal Poly,Home,False,71,57,14,2014-15,BW
8472,2015-03-17,P,Tulsa,Amer,William & Mary,Home,True,70,67,3,2014-15,CAA
32634,2022-11-13,N,Mississippi St.,SEC,Arkansas Pine Bluff,Home,True,80,47,33,2022-23,SWAC
7934,2014-12-23,N,Stony Brook,AE,American,Home,True,59,47,12,2014-15,Pat
8470,2015-03-17,P,Murray St.,OVC,UTEP,Home,True,81,66,15,2014-15,CUSA
32866,2022-11-16,N,Toledo,MAC,Oakland,Home,True,112,90,22,2022-23,Horz
32648,2022-11-13,N,Southern Indiana,OVC,Southern Illinois,Home,True,71,53,18,2022-23,MVC
6887,2014-12-09,N,Rutgers,B10,New Hampshire,Home,True,60,56,4,2014-15,AE
32636,2022-11-13,N,Cal St. Fullerton,BW,Vermont,Home,True,94,85,9,2022-23,AE
8466,2015-03-17,P,Loyola Chicago,MVC,Rider,Home,True,62,59,3,2014-15,MAAC
8243,2014-12-30,N,Canisius,MAAC,UMKC,Home,True,67,55,12,2014-15,WAC
8464,2015-03-17,P,Miami FL,ACC,North Carolina Centr,Home,True,75,71,4,2014-15,MEAC
6888,2014-12-09,N,Penn,Ivy,Marist,Home,True,59,42,17,2014-15,MAAC
32640,2022-11-13,N,San Diego,WCC,NJIT,Home,True,74,64,10,2022-23,AE
7281,2014-12-16,N,UTEP,CUSA,Southeastern Louisia,Home,True,80,62,18,2014-15,Slnd
6890,2014-12-09,N,Dayton,A10,Bowling Green,Home,True,56,52,4,2014-15,MAC
8468,2015-03-17,P,Stanford,P12,UC Davis,Home,True,77,64,13,2014-15,BW
8240,2014-12-30,N,Grand Canyon,WAC,Harvard,Home,False,72,59,13,2014-15,Ivy
6905,2014-12-10,N,Providence,BE,Rhode Island,Home,True,68,60,8,2014-15,A10
7981,2014-12-23,N,Loyola Chicago,MVC,Boise St.,Home,True,48,45,3,2014-15,MWC
32655,2022-11-13,N,Loyola MD,Pat,Brown,Home,True,75,70,5,2022-23,Ivy
32656,2022-11-13,N,Fairleigh Dickinson,NEC,Manhattan,Home,True,77,74,3,2022-23,MAAC
6923,2014-12-10,N,Denver,Sum,Northern Iowa,Home,False,65,55,10,2014-15,MVC
8441,2015-03-17,P,Saint Francis,NEC,Bowling Green,Home,False,67,64,3,2014-15,MAC
7338,2014-12-17,N,Loyola Chicago,MVC,Abilene Christian,Home,True,83,44,39,2014-15,Slnd
32657,2022-11-13,N,Davidson,A10,VMI,Home,True,75,71,4,2022-23,SC
8439,2015-03-16,P,NJIT,Ind,New Hampshire,Home,True,84,77,7,2014-15,AE
33827,2022-11-25,N,Pacific,WCC,Idaho,Home,False,84,81,3,2022-23,BSky
6927,2014-12-10,N,St. John's,BE,Fairleigh Dickinson,Home,True,74,52,22,2014-15,NEC
32659,2022-11-13,N,Central Connecticut,NEC,Quinnipiac,Home,False,72,70,2,2022-23,MAAC
8437,2015-03-04,N,NJIT,Ind,Howard,Home,True,71,62,9,2014-15,MEAC
6929,2014-12-10,N,San Diego St.,MWC,Long Beach St.,Home,True,60,59,1,2014-15,BW
6930,2014-12-10,N,BYU,WCC,Utah,Home,False,65,61,4,2014-15,P12
32660,2022-11-13,N,Missouri,SEC,Lindenwood,Home,True,82,53,29,2022-23,OVC
6931,2014-12-10,N,Kentucky,SEC,Columbia,Home,True,56,46,10,2014-15,Ivy
6932,2014-12-10,N,Colorado,P12,Colorado St.,Home,False,62,60,2,2014-15,MWC
6933,2014-12-10,N,Fordham,A10,Monmouth,Home,True,68,58,10,2014-15,MAAC
6922,2014-12-10,N,Georgetown,BE,Kansas,Home,False,75,70,5,2014-15,B12
8249,2014-12-30,N,UC Riverside,BW,Morgan St.,Home,True,68,63,5,2014-15,MEAC
7340,2014-12-17,N,Saint Louis,A10,UT Rio Grande Valley,Home,True,75,69,6,2014-15,WAC
6921,2014-12-10,N,Texas Tech,B12,Fresno St.,Home,True,73,56,17,2014-15,MWC
6907,2014-12-10,N,Gonzaga,WCC,Washington St.,Home,True,81,66,15,2014-15,P12
6908,2014-12-10,N,Louisiana,SB,Louisiana Tech,Home,True,94,86,8,2014-15,CUSA
7341,2014-12-17,N,Memphis,Amer,USC Upstate,Home,True,83,73,10,2014-15,ASun
8449,2015-03-17,P,Pittsburgh,ACC,George Washington,Home,False,60,54,6,2014-15,A10
6911,2014-12-10,N,Maryland,B10,North Carolina Centr,Home,True,67,56,11,2014-15,MEAC
7282,2014-12-16,N,Buffalo,MAC,Drexel,Home,True,80,70,10,2014-15,CAA
32650,2022-11-13,N,North Dakota St.,Sum,Pacific,Home,False,91,86,5,2022-23,WCC
6913,2014-12-10,N,Minnesota,B10,Southern,Home,True,85,57,28,2014-15,SWAC
7935,2014-12-23,N,Richmond,A10,IU Indy,Home,True,57,53,4,2014-15,Sum
8447,2015-03-17,P,Oakland,Horz,Eastern Illinois,Home,False,97,91,6,2014-15,OVC
32861,2022-11-15,N,Drexel,CAA,Penn,Home,False,64,59,5,2022-23,Ivy
6916,2014-12-10,N,Temple,Amer,Towson,Home,True,76,64,12,2014-15,CAA
33834,2022-11-25,N,Oklahoma St.,B12,Tulsa,Home,True,82,56,26,2022-23,Amer
6918,2014-12-10,N,UCLA,P12,UC Riverside,Home,True,77,66,11,2014-15,BW
8445,2015-03-17,P,Louisiana Tech,CUSA,Central Michigan,Home,True,89,79,10,2014-15,MAC
32860,2022-11-15,N,South Alabama,SB,Alabama,Home,False,65,55,10,2022-23,SEC
33833,2022-11-25,N,Ohio,MAC,Eastern Illinois,Home,True,78,67,11,2022-23,OVC
32653,2022-11-13,N,Oakland,Horz,Oklahoma St.,Home,False,91,62,29,2022-23,B12
32651,2022-11-13,N,George Mason,A10,American,Home,True,73,56,17,2022-23,Pat
32570,2022-11-12,N,Rutgers,B10,UMass Lowell,Home,True,73,65,8,2022-23,AE
32632,2022-11-13,N,Nebraska Omaha,Sum,Idaho,Home,True,79,72,7,2022-23,BSky
8239,2014-12-30,N,New Mexico St.,WAC,Texas Southern,Home,True,54,52,2,2014-15,SWAC
8510,2015-03-18,P,Richmond,A10,St. Francis NY,Home,True,84,74,10,2014-15,NEC
32593,2022-11-12,N,UTEP,CUSA,New Mexico St.,Home,True,67,64,3,2022-23,WAC
6847,2014-12-09,N,TCU,B12,Furman,Home,True,80,69,11,2014-15,SC
8508,2015-03-18,P,Colorado St.,MWC,South Dakota St.,Home,False,86,76,10,2014-15,Sum
32594,2022-11-12,N,Louisville,ACC,Wright St.,Home,False,73,72,1,2022-23,Horz
6850,2014-12-09,N,Baylor,B12,Texas A&M,Home,True,77,63,14,2014-15,SEC
8506,2015-03-18,P,Portland,WCC,Sacramento St.,Home,False,73,66,7,2014-15,BSky
32597,2022-11-12,N,Nevada,MWC,Grand Canyon,Home,True,59,46,13,2022-23,WAC
32599,2022-11-12,N,Wichita St.,Amer,Alcorn St.,Home,False,66,57,9,2022-23,SWAC
32601,2022-11-12,N,UC San Diego,BW,Sacramento St.,Home,False,65,55,10,2022-23,BSky
6852,2014-12-09,N,Wichita St.,MVC,Seton Hall,Home,True,77,68,9,2014-15,BE
8502,2015-03-18,P,Delaware St.,MEAC,Radford,Home,False,78,57,21,2014-15,BSth
8501,2015-03-18,P,Seattle,WAC,Pepperdine,Home,True,62,45,17,2014-15,WCC
32602,2022-11-12,N,LSU,SEC,Arkansas St.,Home,True,61,52,9,2022-23,SB
33877,2022-11-25,N,Harvard,Ivy,Loyola Chicago,Home,True,61,55,6,2022-23,A10
6855,2014-12-09,N,UC Davis,BW,Eastern Illinois,Home,True,80,70,10,2014-15,OVC
33875,2022-11-25,N,Arkansas St.,SB,Prairie View A&M,Home,False,67,59,8,2022-23,SWAC
32591,2022-11-12,N,Tennessee St.,OVC,South Carolina St.,Home,True,80,61,19,2022-23,MEAC
8512,2015-03-18,P,Mercer,SC,Stony Brook,Home,True,72,70,2,2014-15,AE
32589,2022-11-12,N,Morehead St.,OVC,Bellarmine,Home,True,62,55,7,2022-23,ASun
8514,2015-03-18,P,Florida Gulf Coast,ASun,Texas A&M Corpus Chr,Home,False,75,69,6,2014-15,Slnd
33611,2022-11-23,N,Air Force,MWC,Mississippi Valley S,Home,True,64,51,13,2022-23,SWAC
32576,2022-11-12,N,Marist,MAAC,Binghamton,Home,False,78,75,3,2022-23,AE
32577,2022-11-12,N,Tulsa,Amer,Jackson St.,Home,True,85,79,6,2022-23,SWAC
6835,2014-12-08,N,Providence,BE,Brown,Home,False,77,67,10,2014-15,Ivy
32579,2022-11-12,N,Purdue Fort Wayne,Horz,SIU Edwardsville,Home,True,81,76,5,2022-23,OVC
32582,2022-11-12,N,Saint Francis,NEC,Hartford,Home,True,77,53,24,2022-23,ind
6838,2014-12-08,N,Bucknell,Pat,Albany,Home,True,61,58,3,2014-15,AE
6839,2014-12-08,N,Purdue,B10,Purdue Fort Wayne,Home,True,63,43,20,2014-15,Sum
6857,2014-12-09,N,Arizona,P12,Utah Valley,Home,True,87,56,31,2014-15,WAC
8522,2015-03-18,P,Hofstra,CAA,Vermont,Home,False,85,81,4,2014-15,AE
8520,2015-03-18,P,Saint Mary's,WCC,Vanderbilt,Home,False,75,64,11,2014-15,SEC
7932,2014-12-23,N,Texas,B12,Stanford,Home,False,74,71,3,2014-15,P12
32585,2022-11-12,N,Siena,MAAC,Albany,Home,True,75,62,13,2022-23,AE
8518,2015-03-18,P,Sam Houston St.,Slnd,UNC Wilmington,Home,True,87,71,16,2014-15,CAA
32586,2022-11-12,N,Army,Pat,Stonehill,Home,False,82,77,5,2022-23,NEC
8516,2015-03-18,P,Oral Roberts,Sum,UC Santa Barbara,Home,True,91,87,4,2014-15,BW
32587,2022-11-12,N,Utah Tech,WAC,Cal St. Northridge,Home,True,69,63,6,2022-23,BW
6844,2014-12-09,N,Notre Dame,ACC,Mount St. Mary's,Home,True,93,67,26,2014-15,NEC
32584,2022-11-12,N,East Carolina,Amer,Presbyterian,Home,True,77,57,20,2022-23,BSth
8475,2015-03-18,P,Connecticut,Amer,Arizona St.,Home,False,68,61,7,2014-15,P12
32603,2022-11-12,N,Rhode Island,A10,Texas St.,Home,False,70,66,4,2022-23,SB
6858,2014-12-09,N,Creighton,BE,South Dakota,Home,True,91,88,3,2014-15,Sum
6876,2014-12-09,N,Xavier,BE,IU Indy,Home,True,66,43,23,2014-15,Sum
8237,2014-12-30,N,George Washington,A10,VMI,Home,True,80,60,20,2014-15,SC
32622,2022-11-13,N,Notre Dame,ACC,Youngstown St.,Home,True,88,81,7,2022-23,Horz
8484,2015-03-18,P,Canisius,MAAC,Dartmouth,Home,True,87,72,15,2014-15,Ivy
8483,2015-03-18,P,Western Michigan,MAC,Cleveland St.,Home,False,86,57,29,2014-15,Horz
32626,2022-11-13,N,St. Thomas,Sum,St. Francis NY,Home,True,84,48,36,2022-23,NEC
33859,2022-11-25,N,UTEP,CUSA,Texas A&M Corpus Chr,Home,True,72,67,5,2022-23,Slnd
6879,2014-12-09,N,Kansas St.,B12,Bradley,Home,True,50,47,3,2014-15,MVC
8481,2015-03-18,P,Old Dominion,CUSA,Charleston Southern,Home,True,65,56,9,2014-15,BSth
33858,2022-11-25,N,Penn,Ivy,Hartford,Home,True,75,55,20,2022-23,ind
6881,2014-12-09,N,Belmont,OVC,Evansville,Home,False,65,62,3,2014-15,MVC
32628,2022-11-13,N,Cincinnati,Amer,Eastern Kentucky,Home,True,87,69,18,2022-23,ASun
7280,2014-12-16,N,Oklahoma St.,B12,Middle Tennessee,Home,True,68,44,24,2014-15,CUSA
8479,2015-03-18,P,Temple,Amer,Bucknell,Home,True,73,67,6,2014-15,Pat
32629,2022-11-13,N,Pepperdine,WCC,Alabama St.,Home,True,91,62,29,2022-23,SWAC
8477,2015-03-18,T,Dayton,A10,Boise St.,Home,True,56,55,1,2014-15,MWC
6883,2014-12-09,N,Saint Louis,A10,South Dakota St.,Home,False,62,55,7,2014-15,Sum
8487,2015-03-18,P,Louisiana Monroe,SB,Eastern Michigan,Home,True,71,67,4,2014-15,MAC
8488,2015-03-18,P,Colorado,P12,Gardner Webb,Home,True,87,78,9,2014-15,BSth
33862,2022-11-25,N,Samford,SC,Louisiana Tech,Home,False,79,76,3,2022-23,CUSA
6874,2014-12-09,N,Army,Pat,Bryant,Home,False,80,73,7,2014-15,NEC
32605,2022-11-12,N,VCU,A10,Morgan St.,Home,True,69,54,15,2022-23,MEAC
33873,2022-11-25,N,North Dakota,Sum,Utah Tech,Home,True,67,52,15,2022-23,WAC
6861,2014-12-09,N,Iowa St.,B12,UMKC,Home,True,73,56,17,2014-15,WAC
6862,2014-12-09,N,Navy,Pat,VMI,Home,True,84,66,18,2014-15,SC
8496,2015-03-18,P,High Point,BSth,Maryland Eastern Sho,Home,True,70,64,6,2014-15,MEAC
8495,2015-03-18,P,Middle Tennessee,CUSA,Kent St.,Home,False,68,56,12,2014-15,MAC
6865,2014-12-09,N,Louisiana Monroe,SB,Northwestern St.,Home,True,82,74,8,2014-15,Slnd
32609,2022-11-12,N,Georgia St.,SB,Georgia Tech,Home,False,59,57,2,2022-23,ACC
8498,2015-03-18,P,Grand Canyon,WAC,Northern Arizona,Home,False,75,70,5,2014-15,BSky
32616,2022-11-12,N,Buffalo,MAC,James Madison,Home,False,97,62,35,2022-23,SB
8491,2015-03-18,P,Illinois St.,MVC,Green Bay,Home,True,69,56,13,2014-15,Horz
6868,2014-12-09,N,NJIT,Ind,St. Francis NY,Home,True,68,66,2,2014-15,NEC
33865,2022-11-25,N,New Orleans,Slnd,Denver,Home,False,77,76,1,2022-23,Sum
32618,2022-11-13,N,Virginia Tech,ACC,William & Mary,Home,True,94,77,17,2022-23,CAA
6871,2014-12-09,N,Holy Cross,Pat,Hartford,Home,False,79,61,18,2014-15,AE
6872,2014-12-09,N,Saint Joseph's,A10,Loyola MD,Home,True,68,42,26,2014-15,Pat
6873,2014-12-09,N,Maine,AE,LIU,Home,False,83,70,13,2014-15,NEC
32619,2022-11-13,N,Saint Mary's,WCC,North Texas,Home,True,63,33,30,2022-23,CUSA
8492,2015-03-18,P,Evansville,MVC,Purdue Fort Wayne,Home,True,82,77,5,2014-15,Sum
6314,2014-12-02,N,Miami FL,ACC,Illinois,Home,True,70,61,9,2014-15,B10
8284,2014-12-31,N,Iowa St.,B12,Mississippi Valley S,Home,True,83,33,50,2014-15,SWAC
33232,2022-11-19,N,Portland,WCC,Seattle,Home,False,80,68,12,2022-23,WAC
7538,2014-12-20,N,Portland,WCC,Montana St.,Home,True,87,60,27,2014-15,BSky
33441,2022-11-21,N,UT Rio Grande Valley,WAC,Western Illinois,Home,True,78,77,1,2022-23,Sum
5925,2014-11-28,N,Northern Colorado,BSky,Stetson,Home,True,82,62,20,2014-15,ASun
7198,2014-12-14,N,Clemson,ACC,Auburn,Home,True,72,61,11,2014-15,SEC
33014,2022-11-17,N,Air Force,MWC,Portland,Home,False,64,51,13,2022-23,WCC
33013,2022-11-17,N,Brown,Ivy,Stony Brook,Home,True,64,53,11,2022-23,CAA
7740,2014-12-21,N,Central Arkansas,Slnd,Coastal Carolina,Home,False,72,55,17,2014-15,BSth
33627,2022-11-23,N,Binghamton,AE,Columbia,Home,True,81,79,2,2022-23,Ivy
33444,2022-11-21,N,Clemson,ACC,Loyola MD,Home,True,72,41,31,2022-23,Pat
33676,2022-11-23,N,Lindenwood,OVC,Idaho St.,Home,True,77,76,1,2022-23,BSky
33006,2022-11-17,N,South Florida,Amer,Austin Peay,Home,False,62,60,2,2022-23,ASun
34789,2022-12-07,N,Washington St.,P12,Northern Kentucky,Home,True,68,47,21,2022-23,Horz
9081,2015-11-15,N,Seattle,WAC,Sacramento St.,Home,False,77,65,12,2015-16,BSky
7532,2014-12-20,N,Purdue Fort Wayne,Sum,Valparaiso,Home,False,75,72,3,2014-15,Horz
8028,2014-12-27,N,Seton Hall,BE,Maine,Home,True,72,43,29,2014-15,AE
7196,2014-12-14,N,Florida Gulf Coast,ASun,FIU,Home,False,69,63,6,2014-15,CUSA
8084,2014-12-28,N,Richmond,A10,Wake Forest,Home,False,65,63,2,2014-15,ACC
34793,2022-12-07,N,Villanova,BE,Penn,Home,True,70,59,11,2022-23,Ivy
7530,2014-12-20,N,Texas,B12,Long Beach St.,Home,True,78,68,10,2014-15,BW
7200,2014-12-14,N,Louisville,ACC,UNC Wilmington,Home,True,68,57,11,2014-15,CAA
5922,2014-11-28,N,Miami FL,ACC,South Alabama,Home,True,87,75,12,2014-15,SB
34804,2022-12-07,N,Cal Baptist,WAC,Weber St.,Home,True,64,52,12,2022-23,BSky
8075,2014-12-28,N,Lafayette,Pat,NJIT,Home,True,76,71,5,2014-15,Ind
33302,2022-11-20,N,North Dakota,Sum,Montana St.,Home,False,81,71,10,2022-23,BSky
33015,2022-11-17,N,Alabama A&M,SWAC,Samford,Home,False,84,64,20,2022-23,SC
8077,2014-12-28,N,Grand Canyon,WAC,Abilene Christian,Home,True,83,81,2,2014-15,Slnd
7541,2014-12-20,N,Providence,BE,Massachusetts,Home,True,85,65,20,2014-15,A10
5916,2014-11-28,N,Arkansas,SEC,North Texas,Home,True,89,73,16,2014-15,CUSA
31946,2022-03-20,P,Oklahoma,B12,St. Bonaventure,Home,False,70,68,2,2021-22,A10
7202,2014-12-14,N,N.C. State,ACC,Wofford,Home,False,55,54,1,2014-15,SC
34800,2022-12-07,N,Vanderbilt,SEC,Pittsburgh,Home,True,75,74,1,2022-23,ACC
8078,2014-12-28,N,Samford,SC,Campbell,Home,True,65,56,9,2014-15,BSth
5918,2014-11-28,N,Indiana,B10,UNC Greensboro,Home,True,87,79,8,2014-15,SC
31947,2022-03-20,P,Vanderbilt,SEC,Dayton,Home,True,70,68,2,2021-22,A10
33674,2022-11-23,N,Missouri,SEC,Coastal Carolina,Home,True,89,51,38,2022-23,SB
34798,2022-12-07,N,Georgetown,BE,Siena,Home,True,75,68,7,2022-23,MAAC
34797,2022-12-07,N,Illinois St.,MVC,Eastern Michigan,Home,True,87,81,6,2022-23,MAC
34795,2022-12-07,N,Providence,BE,Manhattan,Home,True,99,59,40,2022-23,MAAC
7738,2014-12-21,N,Nicholls St.,Slnd,Troy,Home,False,65,64,1,2014-15,SB
34807,2022-12-07,N,Sacramento St.,BSky,Denver,Home,True,87,85,2,2022-23,Sum
33001,2022-11-17,N,Miami OH,MAC,Marshall,Home,False,95,69,26,2022-23,SB
34788,2022-12-07,N,Notre Dame,ACC,Boston University,Home,True,81,75,6,2022-23,Pat
34779,2022-12-07,N,Purdue,B10,Hofstra,Home,True,85,66,19,2022-23,CAA
34774,2022-12-06,N,Dartmouth,Ivy,Vermont,Home,False,68,52,16,2022-23,AE
34772,2022-12-06,N,Mount St. Mary's,MAAC,American,Home,False,69,61,8,2022-23,Pat
32996,2022-11-17,N,UTSA,CUSA,Texas St.,Home,True,61,56,5,2022-23,SB
33288,2022-11-20,N,Little Rock,OVC,Jackson St.,Home,True,94,91,3,2022-23,SWAC
34766,2022-12-06,N,Wofford,SC,Coastal Carolina,Home,True,71,61,10,2022-23,SB
34764,2022-12-06,N,SIU Edwardsville,OVC,Bradley,Home,False,56,54,2,2022-23,MVC
7192,2014-12-14,N,Pacific,WCC,Western Michigan,Home,False,80,72,8,2014-15,MAC
